index,Artist Name,Artist_id,Track Name,Track ID,Popularity,acousticness,Danceability,Duration_ms,Energy,Instrumentalness,Key,Liveness,Mode,Loudness,Tempo,Time_signature,Speechiness,Valence,Genre
133,Zedd,2qxJFvFYMEDqd7ui6kSAcq,Stay The Night - Featuring Hayley Williams Of Paramore,2QtJA4gbwe1AcanB2p21aP,64,0.109,0.596,217347,0.738,0.0,8,0.0947,1,-3.109,127.961,4,0.0411,0.461,edm
170,Deftones,6Ghvu1VvMGScGpOUJBAHNH,Entombed,4bLCPfBLKlqiONo6TALTh5,64,0.00593,0.399,299240,0.753,0.128,10,0.366,1,-3.882,130.055,4,0.0375,0.167,alternative metal
186,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,Sierra Leone,1HwbgJAU9PZ7YbzKgVgoIF,64,0.166,0.529,148760,0.608,0.0185,7,0.109,1,-7.809,125.017,4,0.0811,0.616,hip hop
227,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,The Zone,46X8c9qJzpBLYcos3OX0CE,64,0.26,0.619,418507,0.521,0.000542,3,0.101,0,-8.092,139.886,4,0.0744,0.254,pop
114,Miguel,360IAlyVv4PCEVjgyMZrxK,How Many Drinks?,5ctk3VJoHoURSiwkCJn2bf,64,0.00311,0.379,272987,0.608,0.000614,0,0.248,0,-7.011,81.822,4,0.134,0.241,hip hop
183,In This Moment,6tbLPxj1uQ6vsRQZI2YFCT,Whore,2tAzcTFry1OhmNERFjUR93,64,0.0254,0.604,245533,0.883,0.0,11,0.0813,0,-3.821,90.001,4,0.047,0.544,alternative metal
180,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,Born To Die,487OPlneJNni3NWC8SYqhW,64,0.222,0.428,285400,0.626,8.22e-05,4,0.277,0,-6.639,86.02,4,0.0339,0.379,pop
215,Rick Ross,1sBkRIssrMs1AbVkOJbc7a,Stay Schemin,0nq6sfr8z1R5KJ4XUk396e,64,0.0621,0.541,267720,0.734,0.0,7,0.12,0,-4.232,162.304,4,0.166,0.321,hip hop
146,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,"Sing About Me, I'm Dying Of Thirst",3q2v8QaTnHLveAQzR6gvYm,63,0.303,0.654,723573,0.753,8.08e-05,11,0.13,0,-7.556,110.722,5,0.395,0.371,hip hop
209,B.o.B,5ndkK3dpZLKtBklKjxNQwT,So Good,28GUjBGqZVcAV4PHSYzkj2,63,0.0403,0.66,213253,0.9,0.0,7,0.219,1,-5.02,85.51,4,0.14,0.591,hip hop
151,Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,Blown Away,0vFMQi8ZnOM2y8cuReZTZ2,63,0.0909,0.531,240133,0.843,0.0,9,0.0283,0,-2.569,136.991,4,0.0429,0.392,country
139,Halestorm,6om12Ev5ppgoMy3OYSoech,I Miss the Misery,3gmEzilP9BzF45wIMvA16l,63,0.009,0.469,183507,0.969,1.11e-05,0,0.346,1,-2.219,164.042,4,0.0589,0.476,alternative metal
525,Adam Lambert,6prmLEyn4LfHlD9NnXWlf7,Runnin',4x3qqSA4cP49oZQXPLnDBe,63,0.0082,0.408,228533,0.868,0.0,2,0.151,0,-4.438,83.469,4,0.0837,0.387,pop
198,Odd Future,5xpkLC1MxiPRiIJUDEzuVm,White (feat. Frank Ocean),2gEmgpnxseKEVRTwkSGopN,63,0.744,0.51,122933,0.0671,0.0,3,0.166,0,-12.163,106.017,3,0.0689,0.197,rap
768,Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,How Long Will I Love You,3X003bO0MMxXEsJJxidiig,63,0.208,0.492,154440,0.332,0.00106,0,0.118,1,-9.282,125.722,5,0.0334,0.134,edm
564,Christina Perri,7H55rcKCfwqkyDFH9wpKM6,A Thousand Years (feat. Steve Kazee) - Pt. 2; The Twilight Saga: Breaking Dawn Soundtrack,7hn8Q8WAxFdL4aZ159GI7C,63,0.618,0.272,305893,0.281,0.0,10,0.111,1,-8.131,138.856,3,0.0307,0.152,pop
197,Mac Miller,4LLpKhyESsyAXpc4laK94U,The Question,6ABAUBmOyfPtAUU0IpEKJf,63,0.0555,0.736,371871,0.583,0.00367,10,0.124,1,-6.088,134.99,4,0.109,0.265,hip hop
194,Odd Future,5xpkLC1MxiPRiIJUDEzuVm,Oldie,53dkS3h9uTNsWYZTPacnpx,63,0.239,0.839,636213,0.583,0.0,1,0.262,1,-5.941,87.99,4,0.268,0.564,rap
165,Chief Keef,15iVAtD3s3FsQR4w1v6M0P,Save That Shit,0uATCc7skXRKGBYp4FHdBZ,63,0.138,0.545,213238,0.826,0.0,1,0.338,1,-4.651,140.02,4,0.0491,0.487,hip hop
169,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,National Anthem,1M0g1beKC4H9gbrOiSayHW,63,0.531,0.532,230520,0.899,0.000146,0,0.0957,0,-5.935,85.0,4,0.244,0.436,pop
686,MKTO,2l35CQqtYRh3d8ZIiBep4v,Classic,3BJm2KbylyJuzZjRUFXLBJ,63,0.0383,0.72,175427,0.79,0.0,1,0.156,1,-4.686,102.068,4,0.125,0.755,pop
397,Macklemore & Ryan Lewis,5BcAKTbp20cv7tC5VqPFoC,Same Love (feat. Mary Lambert),01uqI4H13Gsd8Lyl1EYd8H,63,0.716,0.688,318525,0.473,4.46e-05,8,0.104,1,-9.059,84.958,4,0.167,0.299,pop
398,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,As Long As You Love Me,75lo8VozcCLRG9WGG674iD,63,0.0807,0.571,229467,0.873,0.0,0,0.361,0,-3.382,139.691,4,0.0997,0.613,pop
135,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,Round Here,5T6DM9qjjngWnukcw0svkX,63,0.00385,0.523,215120,0.954,1.65e-06,1,0.243,1,-3.051,141.982,4,0.0374,0.901,country
598,Avicii,1vCWHaC5f2uS3yhpwWbIA6,Silhouettes - Original Radio Edit,06h3McKzmxS8Bx58USHiMq,63,0.155,0.605,211880,0.8,0.0562,5,0.121,0,-6.235,128.074,4,0.0545,0.836,edm
263,Hollywood Undead,0CEFCo8288kQU7mJi25s6E,Another Way Out,7J8D1BVioYBaKFUnDAHTak,63,0.000108,0.563,167667,0.946,0.00512,9,0.118,1,-5.72,149.966,4,0.0548,0.652,alternative metal
132,Taylor Swift,06HL4z0CvFAxyc27GXpf02,All Too Well,1q3RiD1tIWUpGsNFADMlvl,63,0.0382,0.602,327893,0.609,0.0002,0,0.127,1,-7.803,93.06,4,0.0243,0.337,pop
301,Skrillex,5he5w2lnU9x7JFhnwcekXX,Make It Bun Dem,0mlf3yOGzVnIVxjybDQL3h,63,0.00119,0.556,213697,0.881,0.0,7,0.0709,1,-2.224,104.973,1,0.082,0.337,edm
302,Otherwise,1OVyBGCKn7vObVIVPXcmLa,Soldiers,1iWgFnhR0oW5Mup8yXDAPW,63,0.0095,0.592,241849,0.877,0.000171,2,0.131,0,-4.05,117.106,4,0.0502,0.712,alternative metal
494,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,Rock Me,4GF00uRxC4ECrxNEbnapqf,63,0.0261,0.506,200267,0.909,0.0,8,0.155,1,-3.629,168.021,4,0.0528,0.814,pop
466,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,Turn Up the Music,1RMRkCn07y2xtBip9DzwmC,63,0.000238,0.594,227973,0.841,2.22e-06,1,0.156,1,-5.792,129.925,4,0.102,0.643,pop
250,Karmin,4M0DLz8te9Q1lNIXBBwvfG,Brokenhearted,4urcG6Nfubqsuqy3juMjBi,63,0.00765,0.765,227147,0.765,3.82e-06,1,0.0527,0,-2.732,120.001,4,0.0585,0.886,pop
846,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,Radioactive,58rFzMvW9kxNwMtGTgBQoP,63,0.106,0.448,186813,0.784,0.000108,9,0.668,1,-3.686,136.245,4,0.0627,0.236,rock
273,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Twenty Eight,1FJrsh1NbV9eRw5JQt3M4e,63,0.574,0.639,258453,0.633,0.000218,3,0.111,0,-7.338,129.996,4,0.0352,0.243,pop
154,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,Diet Mountain Dew,4O9dZs2B0ilk4PEfX2bPEv,62,0.276,0.595,222920,0.696,0.0,10,0.411,0,-5.921,88.013,4,0.0417,0.533,pop
201,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,Dark Paradise,2Y115i0IhELJhyyftvoSFt,62,0.0953,0.6,243187,0.653,0.0,1,0.122,0,-8.309,119.994,4,0.0594,0.43,pop
883,Swedish House Mafia,1h6Cn3P4NGzXbaXidqURXs,Greyhound,0VffaI2jwQknRrxpECYHsF,62,0.00666,0.723,410097,0.806,0.876,0,0.276,1,-4.989,124.976,4,0.0521,0.539,edm
498,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,Boyfriend,2L7rZWg9RLxIwnysmxm4xk,62,0.0358,0.717,171333,0.55,0.00198,10,0.126,0,-6.019,96.979,4,0.0519,0.331,pop
346,Mitski,2uYWxilOVlUdk4oV9DvwqK,Real Men,1BkQ2tVHP4VATMyuu7KU8Z,62,0.179,0.761,161800,0.413,0.0,9,0.087,0,-8.287,108.96,3,0.0333,0.718,pop
163,Taylor Swift,06HL4z0CvFAxyc27GXpf02,I Knew You Were Trouble.,72jCZdH0Lhg93z6Z4hBjgj,62,0.00454,0.622,217973,0.469,2.25e-06,3,0.0398,0,-6.798,77.019,4,0.0363,0.679,pop
230,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,Blue Jeans,2lFTzUnuGaWlWHJQokjRyb,62,0.418,0.558,209440,0.837,0.0,3,0.0821,1,-4.405,117.963,4,0.0633,0.488,pop
581,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,Up All Night,1I93YiKgu2P5pwprWmziPI,62,0.023,0.606,194693,0.929,0.0,0,0.101,1,-2.182,139.022,4,0.055,0.622,pop
490,Ivan Gough,5aBWZE8TOaaA9O50ENS3EM,In My Mind - Axwell Radio Edit,2ud5ukcAgwOki5PyE53mPl,62,0.0393,0.514,185625,0.823,4.44e-06,7,0.374,0,-4.608,128.015,4,0.0596,0.368,edm
222,Get Scared,5r9uIJCoquVtEkCkvcn8Ez,Don't You Dare Forget the Sun,4JIYKZzKnlPhL28h0uixzZ,62,0.000681,0.276,193584,0.814,0.0,9,0.107,0,-5.048,144.793,4,0.0998,0.472,rock
181,The Wanted,2NhdGz9EDv2FeUw6udu2g1,Glad You Came,3AGOgQzp0YcPH41u9p7dOp,62,0.056,0.61,198187,0.841,9.85e-06,7,0.118,0,-4.579,126.889,4,0.0692,0.431,edm
488,Thousand Foot Krutch,6GfiCQDFYANz5wUkSmb3Dr,Be Somebody,33MnSYLvtOrbj5zwfioEiH,62,0.0296,0.457,222436,0.669,0.0,6,0.142,0,-5.792,93.987,4,0.0288,0.312,alternative metal
484,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,Don't Wake Me Up,18VfHIPaCo0s6FTi1Fnp6T,62,0.0548,0.602,222307,0.691,0.0,7,0.144,0,-5.197,127.967,4,0.051,0.206,pop
669,Icona Pop,1VBflYyxBhnDc9uVib98rw,I Love It (feat. Charli XCX),3VZQshi4COChhXaz7cLP02,62,0.00855,0.714,155337,0.905,2.55e-05,8,0.146,1,-2.663,125.927,4,0.0289,0.838,edm
596,Macklemore & Ryan Lewis,5BcAKTbp20cv7tC5VqPFoC,Wing$,5n5uyFpfopa4mNdSN0gTaH,62,0.353,0.4,298641,0.602,0.0,7,0.191,0,-6.988,74.142,4,0.197,0.0964,pop
594,Swedish House Mafia,1h6Cn3P4NGzXbaXidqURXs,Don't You Worry Child,043bfUkTydw0xJ5JjOT91w,62,0.0144,0.632,403493,0.88,0.0021,2,0.118,1,-4.051,129.007,4,0.0463,0.338,edm
614,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,I Would,6Fe0bY8vDxBnN7rDgu3ACE,62,0.00603,0.72,200920,0.725,0.0,4,0.24,1,-5.996,126.471,4,0.0463,0.679,pop
322,My Darkest Days,64g59lHsc4g2jMFokrKDGW,Save Yourself,6FhB5ZyT4JsIJ0ozDlXCIp,62,0.00093,0.503,221160,0.921,2.75e-06,8,0.26,0,-5.907,121.983,4,0.106,0.359,alternative metal
949,Calvin Harris,7CajNmpbOovFoOoasH2HaY,Bounce (feat. Kelis) - Radio Edit,36cmM3MBMWWCFIiQ90U4J8,62,0.0334,0.779,222187,0.963,0.493,2,0.664,0,-2.125,127.941,4,0.0399,0.759,edm
210,WALK THE MOON,6DIS6PRrLS3wbnZsf7vYic,Anna Sun,3e0yTP5trHBBVvV32jwXqF,62,0.00173,0.472,321280,0.844,0.0,10,0.24,1,-6.578,140.034,4,0.054,0.34,rock
145,Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,When She Says Baby,3gVRILe7XCyNakb6sy5umX,62,0.0682,0.673,171120,0.76,0.000116,0,0.309,1,-5.126,113.063,4,0.0361,0.807,country
474,Katy Perry,6jJ0s89eD6GaHleKKya26X,The One That Got Away - Acoustic,4FFSK1xgCLkTZJLUERLZKG,62,0.678,0.712,259040,0.44,0.0,4,0.0924,1,-11.566,123.958,4,0.0413,0.312,pop
731,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,Gotta Be You,3jJ5NJ3aNWvV70Rd7hgZIH,62,0.374,0.495,244507,0.583,0.0,8,0.0781,1,-4.531,84.969,4,0.0249,0.603,pop
334,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,Don't Like.1,2rJvc7nSYWBKAuNUMx1Cr2,62,0.0094,0.656,283653,0.612,0.0,6,0.146,0,-5.415,132.072,4,0.225,0.626,rap
422,Avicii,1vCWHaC5f2uS3yhpwWbIA6,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,591nHHHzZl1NLt9PMKpinM,61,0.332,0.509,208320,0.79,6.67e-05,6,0.316,0,-3.782,127.946,4,0.0374,0.638,edm
184,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,"Bitch, Don’t Kill My Vibe - Remix",7ALEBJ8LOQqXVJ2tqnXtoH,61,0.0545,0.631,278800,0.791,0.0,1,0.226,1,-5.776,133.672,4,0.227,0.123,hip hop
638,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,"C'mon, C'mon",3lnjFENd7rHxPYM9b964Md,61,0.015,0.638,164680,0.942,0.0,5,0.31,0,-4.163,142.896,4,0.0857,0.745,pop
179,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,Get Your Shine On,6s9ICeczYOfbHHIaSMq9jd,61,0.00286,0.497,222013,0.927,1.26e-06,0,0.413,1,-4.52,96.991,4,0.0371,0.607,country
176,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,The Recipe - Bonus Track,1eRBW1HcyM1zPlxO26cScZ,61,0.000589,0.759,352853,0.782,0.0,11,0.35,0,-6.975,131.04,4,0.0741,0.507,hip hop
603,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,She's Not Afraid,3MN0pucJbbFmqgvPcoC1Eb,61,0.00891,0.489,190560,0.917,0.0,8,0.184,1,-4.097,167.57,4,0.132,0.772,pop
599,ScHoolboy Q,5IcR3N7QB1j6KBL8eImZ8m,Hands on the Wheel (feat. Asap Rocky),78JKJfKsqgeBDBF58gv1SF,61,0.0166,0.646,197132,0.784,0.0,1,0.0721,0,-7.471,127.839,4,0.108,0.179,hip hop
376,John Legend,5y2Xq6xcjJb2jVM54GHK3t,Tonight (Best You Ever Had) (feat. Ludacris),17zF2ISrDrQdaULA8cxReK,61,0.0496,0.693,239453,0.813,0.0,7,0.289,0,-4.361,90.008,4,0.066,0.515,pop
192,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,High School,6bzwoiUt0s1KDOedyy4OtQ,61,0.135,0.531,218747,0.683,0.00265,1,0.22,0,-4.093,84.817,4,0.333,0.212,pop
297,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,The Party & The After Party,0dcf0L6F1LUA1nE2zWH4J2,61,0.476,0.438,459387,0.634,0.0,5,0.113,0,-7.456,203.585,4,0.337,0.397,pop
774,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,IN MY REMAINS,00KfIFi2TpAaQGPbRbFbKJ,61,0.00401,0.553,200693,0.907,0.0,9,0.266,0,-5.623,100.967,4,0.0484,0.451,alternative metal
306,Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,"Work Hard, Play Hard",1ms5tNNdPouTtcD2oVF9Oz,61,0.0409,0.787,219027,0.666,1.91e-05,11,0.296,1,-4.475,140.008,4,0.0485,0.485,hip hop
220,Three Days Grace,2xiIXseIJcq3nG7C8fHeBj,Chalk Outline,0XGV1bem5W9ICY2rgleryV,61,0.000567,0.59,181987,0.792,0.0,7,0.0448,1,-5.013,153.023,4,0.0603,0.663,alternative metal
313,Set It Off,06bDwgCHeMAwhgI8il4Y5k,I'll Sleep When I'm Dead,72vsd9IEBIonmvIY7TEjXK,61,0.00106,0.402,204053,0.924,0.0,1,0.0786,0,-3.867,169.996,4,0.159,0.445,rock
218,Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,Good Girl,20DfkHC5grnKNJCzZQB6KC,61,0.0286,0.617,205560,0.839,0.0,0,0.19,0,-2.849,128.91,4,0.0655,0.741,country
304,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,Pilot Jones,2ohegz9maxzroKBu9YhcCM,61,0.485,0.394,184080,0.433,7.81e-05,8,0.817,1,-13.473,118.988,1,0.374,0.394,hip hop
303,MKTO,2l35CQqtYRh3d8ZIiBep4v,American Dream,3JMAdPq5TUOKBGsTATjLEH,61,0.114,0.554,225747,0.767,0.0,0,0.231,1,-5.043,122.846,4,0.0497,0.497,pop
321,Mayday Parade,3WfJ1OtrWI7RViX9DMyEGy,Somebody That I Used To Know,6JBX1drGsMrTE8JrAYYoou,61,0.00391,0.457,205320,0.939,9.94e-06,3,0.145,1,-4.557,136.064,4,0.0835,0.467,rock
445,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,Sweater Weather,4pGqFOfzvfe6avb9kbZicC,61,0.15,0.695,240040,0.615,0.000212,7,0.0879,0,-5.325,124.015,4,0.042,0.414,pop
775,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,Moments,3MxJGBnYaP4yQYUv90HLqZ,61,0.0283,0.474,262640,0.739,0.0,2,0.299,1,-4.937,149.894,4,0.0451,0.253,pop
308,Joey Bada$$,2P5sC9cVZDToPxyomzF1UH,Waves,3AM2ihc5RFzbC47eCpTg2I,61,0.223,0.733,211631,0.912,0.0,8,0.206,0,-3.239,89.947,4,0.223,0.888,hip hop
294,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,Monks,0msrDPXxZpts4FRnoX0bFr,61,0.0521,0.747,200240,0.758,0.0,0,0.214,0,-4.743,102.02,4,0.179,0.601,hip hop
199,Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,Night Train,5ytc87gcx6dZ4nWRNykinV,61,0.0512,0.496,232307,0.708,1.06e-06,5,0.182,1,-5.175,158.121,4,0.0293,0.502,country
853,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,Burning Desire,2Za7Yhteh4XcUXnNYxTIHH,61,0.842,0.481,231132,0.641,0.00454,7,0.134,1,-10.8,131.812,4,0.132,0.161,pop
190,Maroon 5,04gDigrS5kc9YWfZHwBETP,Daylight,6TwfdLbaxTKzQi3AgsZNzx,61,0.00246,0.657,225307,0.679,0.0,2,0.211,1,-5.511,120.007,4,0.0269,0.331,pop
420,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,D.D.,7eZ7ODAt9cALYnWLO8F6Fd,60,0.479,0.68,275493,0.707,0.0,7,0.511,0,-7.225,119.993,4,0.0987,0.382,pop
449,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Valerie,4fLnXd56RsWN4ZBtb9TegQ,60,0.346,0.641,286680,0.539,7.04e-06,5,0.0837,0,-6.351,148.004,4,0.0463,0.436,pop
508,Azealia Banks,7gRhy3MIPHQo5CXYfWaw9I,Paradiso,576E1IW36EtBWDS0H29V1X,60,0.317,0.772,48819,0.907,1.1e-06,4,0.357,0,-7.574,118.004,4,0.232,0.484,pop
575,Lloyd,1Xfmvd48oOhEWkscWyEbh9,Swimming Pools,3047EY4s1K1mnN2IPedWHQ,60,0.0822,0.574,168661,0.591,0.0,9,0.199,1,-5.843,73.984,4,0.288,0.217,r&b
202,2 Chainz,17lzZA2AlOHwCwFALHttmp,No Lie,6j9iyrrmqWlQZ5SD1hSTaq,60,0.0172,0.634,237827,0.665,0.0,6,0.365,0,-5.984,131.108,4,0.176,0.611,hip hop
206,Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS,Cowboys and Angels,5ksoJlQJtduEkwQTo7UN7X,60,0.245,0.355,227720,0.55,3.2e-05,10,0.0979,1,-5.772,73.842,4,0.0285,0.26,country
323,Kid Ink,6KZDXtSj0SzGOV705nNeh3,Hell & Back,0TKWHD7sbO0CrEAdegPLZm,60,0.339,0.597,250558,0.545,0.0,8,0.107,1,-6.956,134.043,4,0.102,0.344,hip hop
320,Kesha,6LqNN22kT3074XbTVUrhzX,C'Mon,4bO6IzKXMWhmncfIO9GBq2,60,0.00657,0.558,214307,0.781,0.00144,1,0.102,0,-5.448,126.025,4,0.0963,0.286,pop
216,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Red,0cITLOYn1Sv4q27zZPqlNK,60,0.0773,0.602,220827,0.896,8.87e-05,1,0.091,0,-4.267,124.978,4,0.0437,0.641,pop
298,Mac Miller,4LLpKhyESsyAXpc4laK94U,The Mourning After,2dOFYqJnQXlllhzzIbQtUP,60,0.872,0.593,188065,0.634,0.000553,7,0.432,1,-9.726,80.117,4,0.302,0.396,hip hop
223,Taylor Swift,06HL4z0CvFAxyc27GXpf02,We Are Never Ever Getting Back Together,7AEAGTc8cReDqcbPoY9gwo,60,0.00957,0.628,191880,0.676,2.65e-05,7,0.102,1,-5.911,85.984,4,0.0916,0.75,pop
224,Love and Theft,03a5eVjzFyQlR4XyVSwt4t,Angel Eyes,63w0QA1wiV7QhF9jeiHETF,60,0.0134,0.656,186627,0.696,0.0,8,0.0753,1,-5.917,108.015,4,0.0261,0.966,country
226,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,Dreaming of You,4mYjDXwOUL8sxWepdrnE6U,60,0.563,0.184,322219,0.399,0.124,7,0.134,1,-14.904,66.983,3,0.0457,0.136,pop
237,Mac Miller,4LLpKhyESsyAXpc4laK94U,Loud,4KRXcKUesQHKUkX6tHbF01,60,0.00411,0.635,170861,0.866,1.08e-05,1,0.391,1,-4.315,140.013,4,0.0402,0.254,hip hop
881,Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,The Sound of Silence,3YfS47QufnLDFA71FUsgCM,60,0.869,0.535,184787,0.225,1.57e-06,6,0.0988,1,-13.865,107.384,4,0.0301,0.338,rock
243,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,Radio,4PMdq7Q7xOFrY424ZelZEb,60,0.188,0.423,214574,0.857,2.63e-05,2,0.105,1,-5.173,75.024,4,0.0687,0.196,pop
974,Boyce Avenue,7CQwac16i1W5ej8YpuL3dv,Fast Car,63wsZUhUZLlh1OsyrZq7sz,60,0.807,0.392,304293,0.251,0.0,10,0.0797,1,-9.845,204.961,4,0.0363,0.508,pop
203,Alabama Shakes,16GcWuvvybAoaHr0NqT8Eh,Hold On,1EuvOdyyzhFUP2z3gfr6xz,60,0.206,0.574,226187,0.667,0.352,5,0.0852,1,-5.425,88.299,4,0.0301,0.546,rock
292,Katy Perry,6jJ0s89eD6GaHleKKya26X,E.T.,1CUk09iecf4kLvLuhxerdS,60,0.0172,0.615,229573,0.877,0.0,6,0.366,1,-5.217,151.6,4,0.174,0.778,pop
402,Mitski,2uYWxilOVlUdk4oV9DvwqK,Bag of Bones,4ScCM5slsFwNzGV8BAYFWK,60,0.936,0.435,276227,0.24,0.0,0,0.126,1,-13.338,83.191,4,0.0365,0.322,pop
393,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,White,1VMdwVq0yaTc4DeqSCi7DO,60,0.758,0.608,76280,0.0664,0.945,1,0.0978,1,-18.857,139.232,4,0.0596,0.294,hip hop
391,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,Carry On,1hrfvLgEC9lci0kB89QEQ0,60,0.00018,0.471,255077,0.985,4.17e-05,2,0.0557,1,-3.618,135.063,4,0.191,0.14,alternative metal
383,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,Dark Paradise,349XIp8EgHWJiIg5K0CUft,60,0.114,0.582,243173,0.637,0.0,11,0.155,0,-8.347,119.996,4,0.0621,0.411,pop
645,Knife Party,2DuJi13MWHjRHrqRUwk8vH,Bonfire,0QIYINh2AwmOmdu8CRYvlw,60,0.000117,0.536,272078,0.944,0.00345,1,0.353,1,-3.029,174.031,4,0.0867,0.589,edm
344,Chief Keef,15iVAtD3s3FsQR4w1v6M0P,Laughin' To The Bank,1AR6VrButtOFNqS9ck6Wam,60,0.0537,0.728,227120,0.836,0.0,11,0.442,0,-6.577,129.932,4,0.266,0.529,hip hop
719,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,We Found Love,3t4HeVfURZ5DuqMWz0Cmqg,60,0.025,0.734,215227,0.766,0.00138,1,0.108,1,-4.485,127.986,4,0.0383,0.6,pop
350,Usher,23zg3TcAtWQy7J6upgbUnj,Climax,5pyVqlqThcxI7tPDjHIzPh,60,0.547,0.647,232907,0.478,2.69e-05,8,0.156,1,-8.837,135.877,4,0.0782,0.333,pop
357,Danny Brown,7aA592KWirLsnfb5ulGWvU,Grown Up,2KrkWcSP0oFWBUZzvj9KjS,60,0.132,0.635,139931,0.766,0.0,11,0.122,1,-6.459,93.603,4,0.26,0.685,hip hop
819,The Offspring,5LfGQac0EIXyAN8aUwmNAQ,Slim Pickens Does The Right Thing And Rides The Bomb To Hell,1feH81BVs89SplmcJzuh1F,59,0.0265,0.52,156000,0.983,0.0,0,0.32,1,-1.415,149.033,4,0.0703,0.62,alternative metal
932,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,I Wish,5bODPM8nTwwTIE4W9fuUcC,59,0.00914,0.62,216947,0.872,0.0,7,0.111,1,-3.123,124.044,4,0.0347,0.299,pop
930,The Killers,0C0XlULifJtAgn6ZNCW2eu,Runaways,62BxlOvQCjLNQA5ARA4Dug,59,0.00116,0.409,243787,0.837,0.00651,1,0.0855,1,-4.043,121.757,4,0.0406,0.199,rock
793,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,Nobody Compares,4SRYGZsbHrmH7E9xMVz4Wm,59,0.00727,0.658,211627,0.801,0.0,11,0.0448,1,-4.124,124.008,4,0.0334,0.879,pop
753,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,Heart Attack,4fa1TicRIFloaEVUubYfTV,59,0.0164,0.44,176120,0.824,0.0,9,0.0955,1,-4.859,99.039,4,0.073,0.652,pop
557,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,Starships,59RSrxkSKSixEWBAIvE5Wa,59,0.135,0.747,210627,0.716,0.0,11,0.251,0,-2.457,125.006,4,0.0751,0.751,pop
495,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,Fertilizer,6jypaMkKsoc5npsVzxhksl,59,0.689,0.706,39640,0.57,0.0698,11,0.288,1,-7.129,115.864,4,0.0841,0.96,hip hop
529,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,Born To Die,5wEreUfwxZxWnEol61ulIi,59,0.2,0.393,286253,0.634,0.000166,4,0.198,0,-6.629,85.767,4,0.0378,0.395,pop
